,RACE,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME,NUMBER_OWN_CHILDREN,YEAR
2113,,,,,200.0,,1.0,2019
2114,,,,,200.0,,0.0,2019
2117,,,,,40.0,,0.0,2019
2118,,,,,200.0,,0.0,2019
2119,,,,,200.0,,0.0,2019
2122,,,,,80.0,,0.0,2019
2123,,,,,80.0,,0.0,2019
2124,,,,,180.0,,0.0,2019
2125,,,,,180.0,,0.0,2019
2126,,,,,180.0,,0.0,2019
2138,,,,,130.0,,1.0,2019
2139,,,,,130.0,,1.0,2019
2140,,,,,130.0,,0.0,2019
2141,,,,,230.0,,0.0,2019
2142,,,,,230.0,,0.0,2019
2143,,,,,140.0,,0.0,2019
2144,,,,,140.0,,0.0,2019
2145,,,,,140.0,,0.0,2019
2146,,,,,140.0,,1.0,2019
2147,,,,,140.0,,0.0,2019
2148,,,,,150.0,,0.0,2019
2149,,,,,150.0,,0.0,2019
2150,,,,,150.0,,0.0,2019
2151,,,,,200.0,,2.0,2019
2152,,,,,200.0,,0.0,2019
2153,,,,,200.0,,0.0,2019
2154,,,,,200.0,,0.0,2019
2155,,,,,200.0,,0.0,2019
2156,,,,,200.0,,0.0,2019
2157,,,,,200.0,,0.0,2019
2158,,,,,200.0,,0.0,2019
2159,,,,,200.0,,0.0,2019
2169,,,,,80.0,,0.0,2019
2173,,,,,150.0,,0.0,2019
2174,,,,,150.0,,0.0,2019
2175,,,,,80.0,,0.0,2019
2176,,,,,80.0,,0.0,2019
2180,,,,,140.0,,2.0,2019
2181,,,,,140.0,,0.0,2019
2182,,,,,140.0,,0.0,2019
2183,,,,,140.0,,0.0,2019
2184,,,,,140.0,,0.0,2019
2189,,,,,160.0,,0.0,2019
2190,,,,,160.0,,0.0,2019
2191,,,,,150.0,,2.0,2019
2192,,,,,150.0,,2.0,2019
2193,,,,,150.0,,0.0,2019
2194,,,,,150.0,,0.0,2019
2203,,,,,240.0,,0.0,2019
2204,,,,,240.0,,0.0,2019
2206,,,,,90.0,,0.0,2019
2207,,,,,120.0,,0.0,2019
2215,,,,,300.0,,1.0,2019
2216,,,,,300.0,,1.0,2019
2217,,,,,300.0,,0.0,2019
2220,,,,,40.0,,0.0,2019
2231,,,,,60.0,,0.0,2019
2232,,,,,60.0,,0.0,2019
2239,,,,,200.0,,0.0,2019
2240,,,,,200.0,,0.0,2019
2241,,,,,200.0,,0.0,2019
2242,,,,,200.0,,0.0,2019
2251,,,,,50.0,,0.0,2019
2255,,,,,50.0,,1.0,2019
2256,,,,,50.0,,1.0,2019
2257,,,,,50.0,,0.0,2019
2258,,,,,40.0,,0.0,2019
2259,,,,,40.0,,0.0,2019
2260,,,,,40.0,,0.0,2019
2261,,,,,250.0,,0.0,2019
2262,,,,,250.0,,0.0,2019
2263,,,,,250.0,,0.0,2019
2264,,,,,60.0,,0.0,2019
2269,,,,,120.0,,1.0,2019
2270,,,,,120.0,,0.0,2019
2271,,,,,100.0,,0.0,2019
2276,,,,,100.0,,0.0,2019
2277,,,,,100.0,,3.0,2019
2278,,,,,100.0,,0.0,2019
2279,,,,,100.0,,0.0,2019
2280,,,,,100.0,,0.0,2019
2291,,,,,200.0,,0.0,2019
2292,,,,,200.0,,0.0,2019
2293,,,,,200.0,,0.0,2019
2297,,,,,120.0,,0.0,2019
2298,,,,,120.0,,0.0,2019
2299,,,,,180.0,,3.0,2019
2300,,,,,180.0,,0.0,2019
2301,,,,,180.0,,0.0,2019
2302,,,,,180.0,,0.0,2019
2303,,,,,180.0,,0.0,2019
2304,,,,,180.0,,0.0,2019
2305,,,,,100.0,,0.0,2019
2306,,,,,100.0,,0.0,2019
2307,,,,,100.0,,0.0,2019
2308,,,,,100.0,,0.0,2019
2309,,,,,100.0,,0.0,2019
2310,,,,,100.0,,0.0,2019
2311,,,,,40.0,,0.0,2019
2312,,,,,40.0,,0.0,2019
2331,,,,,80.0,,0.0,2019
2332,,,,,80.0,,0.0,2019
2333,,,,,80.0,,0.0,2019
2334,,,,,40.0,,0.0,2019
2335,,,,,40.0,,0.0,2019
2336,,,,,100.0,,1.0,2019
2337,,,,,100.0,,0.0,2019
2338,,,,,50.0,,0.0,2019
2339,,,,,50.0,,0.0,2019
2340,,,,,170.0,,2.0,2019
2341,,,,,170.0,,0.0,2019
2342,,,,,170.0,,0.0,2019
2350,,,,,80.0,,0.0,2019
2351,,,,,80.0,,0.0,2019
2356,,,,,100.0,,0.0,2019
2357,,,,,100.0,,0.0,2019
2358,,,,,100.0,,0.0,2019
2371,,,,,120.0,,0.0,2019
2372,,,,,120.0,,0.0,2019
2385,,,,,100.0,,2.0,2019
2386,,,,,100.0,,0.0,2019
2387,,,,,100.0,,0.0,2019
2388,,,,,100.0,,0.0,2019
2390,,,,,30.0,,0.0,2019
2395,,,,,100.0,,0.0,2019
2396,,,,,100.0,,0.0,2019
2397,,,,,100.0,,0.0,2019
2400,,,,,40.0,,0.0,2019
2402,,,,,100.0,,0.0,2019
2403,,,,,100.0,,0.0,2019
2413,,,,,130.0,,0.0,2019
2414,,,,,130.0,,0.0,2019
2419,,,,,150.0,,1.0,2019
2420,,,,,150.0,,1.0,2019
2421,,,,,150.0,,0.0,2019
2430,,,,,180.0,,2.0,2019
2431,,,,,180.0,,2.0,2019
2432,,,,,180.0,,0.0,2019
2433,,,,,180.0,,0.0,2019
2438,,,,,100.0,,0.0,2019
2439,,,,,100.0,,0.0,2019
2440,,,,,100.0,,0.0,2019
2443,,,,,200.0,,0.0,2019
2444,,,,,200.0,,0.0,2019
2445,,,,,100.0,,1.0,2019
2446,,,,,100.0,,1.0,2019
2447,,,,,100.0,,0.0,2019
2448,,,,,100.0,,0.0,2019
2462,,,,,50.0,,0.0,2019
2469,,,,,80.0,,0.0,2019
2470,,,,,80.0,,1.0,2019
2471,,,,,80.0,,0.0,2019
2478,,,,,200.0,,1.0,2019
2479,,,,,200.0,,1.0,2019
2480,,,,,200.0,,0.0,2019
2481,,,,,60.0,,0.0,2019
2483,,,,,50.0,,0.0,2019
2488,,,,,200.0,,0.0,2019
2489,,,,,200.0,,0.0,2019
2495,,,,,110.0,,0.0,2019
2496,,,,,110.0,,0.0,2019
2497,,,,,110.0,,1.0,2019
2498,,,,,110.0,,0.0,2019
2507,,,,,50.0,,0.0,2019
2508,,,,,50.0,,0.0,2019
2509,,,,,50.0,,0.0,2019
2510,,,,,110.0,,0.0,2019
2511,,,,,110.0,,0.0,2019
2512,,,,,110.0,,0.0,2019
2514,,,,,300.0,,1.0,2019
2515,,,,,300.0,,0.0,2019
2516,,,,,300.0,,0.0,2019
2517,,,,,300.0,,1.0,2019
2518,,,,,30.0,,1.0,2019
2519,,,,,30.0,,0.0,2019
2524,,,,,200.0,,2.0,2019
2525,,,,,200.0,,2.0,2019
2526,,,,,200.0,,0.0,2019
2527,,,,,200.0,,0.0,2019
2528,,,,,80.0,,0.0,2019
2529,,,,,80.0,,0.0,2019
2530,,,,,250.0,,3.0,2019
2531,,,,,250.0,,3.0,2019
2532,,,,,250.0,,0.0,2019
2533,,,,,250.0,,0.0,2019
2534,,,,,250.0,,0.0,2019
2570,,,,,100.0,,0.0,2019
4,,,,,,37500.0,0.0,2019
8,,,,,,55000.0,1.0,2019
9,,,,,,55000.0,1.0,2019
10,,,,,,55000.0,0.0,2019
23,,,,,,27500.0,2.0,2019
24,,,,,,27500.0,0.0,2019
25,,,,,,27500.0,0.0,2019
32,,,,,,11250.0,0.0,2019
40,,,,,,17500.0,0.0,2019
53,,,,,,27500.0,0.0,2019
54,,,,,,27500.0,0.0,2019
55,,,,,,27500.0,0.0,2019
56,,,,,,27500.0,0.0,2019
65,,,,,,8750.0,0.0,2019
66,,,,,,8750.0,0.0,2019
67,,,,,,8750.0,0.0,2019
68,,,,,,22500.0,0.0,2019
69,,,,,,22500.0,0.0,2019
71,,,,,,17500.0,0.0,2019
72,,,,,,17500.0,0.0,2019
80,,,,,,17500.0,0.0,2019
84,,,,,,32500.0,0.0,2019
85,,,,,,45000.0,0.0,2019
86,,,,,,45000.0,0.0,2019
87,,,,,,45000.0,0.0,2019
88,,,,,,45000.0,1.0,2019
89,,,,,,45000.0,0.0,2019
113,,,,,,2500.0,0.0,2019
114,,,,,,2500.0,0.0,2019
122,,,,,,17500.0,0.0,2019
180,,,,,,8750.0,0.0,2019
181,,,,,,8750.0,0.0,2019
193,,,,,,125000.0,0.0,2019
194,,,,,,125000.0,0.0,2019
221,,,,,,17500.0,2.0,2019
222,,,,,,17500.0,0.0,2019
223,,,,,,17500.0,0.0,2019
245,,,,,,37500.0,2.0,2019
246,,,,,,37500.0,0.0,2019
247,,,,,,37500.0,0.0,2019
248,,,,,,37500.0,0.0,2019
249,,,,,,37500.0,0.0,2019
254,,,,,,17500.0,0.0,2019
255,,,,,,17500.0,0.0,2019
256,,,,,,17500.0,0.0,2019
257,,,,,,67500.0,1.0,2019
258,,,,,,67500.0,1.0,2019
259,,,,,,67500.0,0.0,2019
313,,,,,,32500.0,2.0,2019
314,,,,,,32500.0,0.0,2019
315,,,,,,32500.0,0.0,2019
316,,,,,,32500.0,0.0,2019
332,,,,,,55000.0,0.0,2019
333,,,,,,55000.0,0.0,2019
364,,,,,,8750.0,0.0,2019
380,,,,,,6250.0,0.0,2019
381,,,,,,6250.0,0.0,2019
382,,,,,,6250.0,0.0,2019
383,,,,,,6250.0,0.0,2019
417,,,,,,8750.0,0.0,2019
418,,,,,,2500.0,0.0,2019
427,,,,,,2500.0,0.0,2019
429,,,,,,6250.0,0.0,2019
430,,,,,,6250.0,0.0,2019
431,,,,,,6250.0,0.0,2019
459,,,,,,11250.0,0.0,2019
462,,,,,,13750.0,0.0,2019
463,,,,,,13750.0,0.0,2019
469,,,,,,8750.0,0.0,2019
508,,,,,,2500.0,0.0,2019
509,,,,,,67500.0,0.0,2019
532,,,,,,27500.0,1.0,2019
533,,,,,,27500.0,0.0,2019
540,,,,,,45000.0,0.0,2019
541,,,,,,45000.0,0.0,2019
584,,,,,,55000.0,3.0,2019
585,,,,,,55000.0,3.0,2019
586,,,,,,55000.0,0.0,2019
587,,,,,,55000.0,0.0,2019
588,,,,,,55000.0,0.0,2019
589,,,,,,55000.0,0.0,2019
602,,,,,,17500.0,0.0,2019
603,,,,,,17500.0,0.0,2019
609,,,,,,27500.0,0.0,2019
623,,,,,,8750.0,0.0,2019
624,,,,,,8750.0,1.0,2019
625,,,,,,8750.0,0.0,2019
635,,,,,,32500.0,0.0,2019
636,,,,,,32500.0,0.0,2019
637,,,,,,32500.0,0.0,2019
645,,,,,,55000.0,2.0,2019
646,,,,,,55000.0,2.0,2019
647,,,,,,55000.0,0.0,2019
648,,,,,,55000.0,0.0,2019
651,,,,,,11250.0,0.0,2019
652,,,,,,11250.0,0.0,2019
653,,,,,,11250.0,0.0,2019
655,,,,,,67500.0,0.0,2019
656,,,,,,67500.0,0.0,2019
659,,,,,,32500.0,2.0,2019
660,,,,,,32500.0,0.0,2019
661,,,,,,32500.0,0.0,2019
707,,,,,,2500.0,2.0,2019
708,,,,,,2500.0,0.0,2019
709,,,,,,2500.0,0.0,2019
714,,,,,,67500.0,0.0,2019
715,,,,,,67500.0,0.0,2019
716,,,,,,67500.0,0.0,2019
761,,,,,,37500.0,0.0,2019
762,,,,,,37500.0,0.0,2019
763,,,,,,37500.0,0.0,2019
775,,,,,,11250.0,0.0,2019
781,,,,,,17500.0,0.0,2019
782,,,,,,17500.0,0.0,2019
785,,,,,,27500.0,0.0,2019
786,,,,,,27500.0,0.0,2019
855,,,,,,22500.0,0.0,2019
856,,,,,,22500.0,0.0,2019
866,,,,,,45000.0,0.0,2019
867,,,,,,45000.0,0.0,2019
868,,,,,,45000.0,0.0,2019
869,,,,,,45000.0,0.0,2019
870,,,,,,45000.0,0.0,2019
871,,,,,,45000.0,0.0,2019
876,,,,,,17500.0,0.0,2019
877,,,,,,17500.0,0.0,2019
878,,,,,,17500.0,0.0,2019
914,,,,,,2500.0,3.0,2019
915,,,,,,2500.0,0.0,2019
916,,,,,,2500.0,0.0,2019
917,,,,,,2500.0,0.0,2019
919,,,,,,11250.0,0.0,2019
920,,,,,,11250.0,0.0,2019
944,,,,,,8750.0,3.0,2019
945,,,,,,8750.0,0.0,2019
946,,,,,,8750.0,0.0,2019
947,,,,,,8750.0,0.0,2019
954,,,,,,22500.0,1.0,2019
955,,,,,,22500.0,0.0,2019
958,,,,,,8750.0,0.0,2019
997,,,,,,2500.0,0.0,2019
998,,,,,,2500.0,0.0,2019
999,,,,,,2500.0,0.0,2019
1011,,,,,,55000.0,0.0,2019
1013,,,,,,125000.0,1.0,2019
1014,,,,,,125000.0,1.0,2019
1015,,,,,,125000.0,0.0,2019
1076,,,,,,17500.0,0.0,2019
1077,,,,,,17500.0,0.0,2019
1086,,,,,,6250.0,0.0,2019
1087,,,,,,6250.0,0.0,2019
1098,,,,,,45000.0,1.0,2019
1099,,,,,,45000.0,1.0,2019
1100,,,,,,45000.0,0.0,2019
1153,,,,,,8750.0,0.0,2019
1204,,,,,,13750.0,0.0,2019
1205,,,,,,37500.0,0.0,2019
1239,,,,,,45000.0,1.0,2019
1240,,,,,,45000.0,0.0,2019
1253,,,,,,17500.0,0.0,2019
1255,,,,,,45000.0,0.0,2019
1256,,,,,,45000.0,0.0,2019
1257,,,,,,45000.0,0.0,2019
1301,,,,,,55000.0,0.0,2019
1302,,,,,,55000.0,0.0,2019
1303,,,,,,55000.0,0.0,2019
1304,,,,,,55000.0,0.0,2019
1333,,,,,,27500.0,0.0,2019
1336,,,,,,27500.0,0.0,2019
1337,,,,,,27500.0,0.0,2019
1353,,,,,,2500.0,2.0,2019
1354,,,,,,2500.0,0.0,2019
1355,,,,,,2500.0,0.0,2019
1386,,,,,,11250.0,0.0,2019
1416,,,,,,13750.0,0.0,2019
1417,,,,,,13750.0,0.0,2019
1418,,,,,,13750.0,0.0,2019
1419,,,,,,13750.0,0.0,2019
1420,,,,,,13750.0,0.0,2019
1440,,,,,,17500.0,0.0,2019
1465,,,,,,17500.0,0.0,2019
1466,,,,,,17500.0,0.0,2019
1476,,,,,,87500.0,0.0,2019
1477,,,,,,87500.0,0.0,2019
1486,,,,,,8750.0,2.0,2019
1487,,,,,,8750.0,2.0,2019
1488,,,,,,8750.0,0.0,2019
1489,,,,,,8750.0,0.0,2019
1490,,,,,,8750.0,0.0,2019
1491,,,,,,8750.0,0.0,2019
1494,,,,,,17500.0,0.0,2019
1495,,,,,,17500.0,0.0,2019
1496,,,,,,17500.0,0.0,2019
1501,,,,,,2500.0,0.0,2019
1502,,,,,,2500.0,0.0,2019
1517,,,,,,32500.0,0.0,2019
1518,,,,,,32500.0,0.0,2019
1570,,,,,,11250.0,0.0,2019
1574,,,,,,11250.0,2.0,2019
1575,,,,,,11250.0,0.0,2019
1576,,,,,,11250.0,0.0,2019
1583,,,,,,17500.0,2.0,2019
1584,,,,,,17500.0,0.0,2019
1585,,,,,,17500.0,0.0,2019
1586,,,,,,17500.0,0.0,2019
1600,,,,,,6250.0,3.0,2019
1601,,,,,,6250.0,0.0,2019
1602,,,,,,6250.0,0.0,2019
1603,,,,,,6250.0,0.0,2019
1605,,,,,,45000.0,0.0,2019
1606,,,,,,13750.0,1.0,2019
1607,,,,,,13750.0,1.0,2019
1608,,,,,,13750.0,0.0,2019
1609,,,,,,13750.0,0.0,2019
1614,,,,,,2500.0,0.0,2019
1615,,,,,,2500.0,0.0,2019
1668,,,,,,32500.0,0.0,2019
1669,,,,,,32500.0,0.0,2019
1683,,,,,,150000.0,0.0,2019
1684,,,,,,150000.0,0.0,2019
1693,,,,,,32500.0,2.0,2019
1694,,,,,,32500.0,2.0,2019
1695,,,,,,32500.0,0.0,2019
1696,,,,,,32500.0,0.0,2019
1710,,,,,,27500.0,0.0,2019
1711,,,,,,27500.0,0.0,2019
1718,,,,,,27500.0,0.0,2019
1719,,,,,,27500.0,0.0,2019
1722,,,,,,150000.0,0.0,2019
1723,,,,,,150000.0,0.0,2019
1724,,,,,,55000.0,0.0,2019
1725,,,,,,55000.0,0.0,2019
1726,,,,,,55000.0,0.0,2019
1742,,,,,,67500.0,1.0,2019
1743,,,,,,67500.0,0.0,2019
1744,,,,,,67500.0,0.0,2019
1750,,,,,,11250.0,0.0,2019
1764,,,,,,37500.0,0.0,2019
1765,,,,,,37500.0,0.0,2019
1770,,,,,,22500.0,2.0,2019
1771,,,,,,22500.0,0.0,2019
1772,,,,,,22500.0,0.0,2019
1773,,,,,,22500.0,0.0,2019
1780,,,,,,8750.0,0.0,2019
1781,,,,,,6250.0,0.0,2019
1785,,,,,,22500.0,0.0,2019
1786,,,,,,22500.0,0.0,2019
1789,,,,,,55000.0,0.0,2019
1790,,,,,,55000.0,0.0,2019
1801,,,,,,6250.0,0.0,2019
1807,,,,,,8750.0,0.0,2019
1876,,,,,,6250.0,0.0,2019
1877,,,,,,6250.0,0.0,2019
1904,,,,,,17500.0,2.0,2019
1905,,,,,,17500.0,0.0,2019
1906,,,,,,17500.0,0.0,2019
1907,,,,,,17500.0,0.0,2019
1914,,,,,,17500.0,0.0,2019
1915,,,,,,17500.0,0.0,2019
1919,,,,,,8750.0,0.0,2019
1925,,,,,,13750.0,0.0,2019
1926,,,,,,13750.0,0.0,2019
1927,,,,,,45000.0,0.0,2019
1963,,,,,,8750.0,1.0,2019
1964,,,,,,8750.0,0.0,2019
2014,,,,,,67500.0,0.0,2019
2029,,,,,,27500.0,1.0,2019
2030,,,,,,27500.0,0.0,2019
2031,,,,,,27500.0,0.0,2019
2032,,,,,,27500.0,0.0,2019
2072,,,,,,13750.0,0.0,2019
2078,,,,,,67500.0,0.0,2019
2079,,,,,,67500.0,0.0,2019
2080,,,,,,87500.0,0.0,2019
2117,,,,,,22500.0,0.0,2019
2168,,,,,,8750.0,0.0,2019
2255,,,,,,87500.0,1.0,2019
2256,,,,,,87500.0,1.0,2019
2257,,,,,,87500.0,0.0,2019
2269,,,,,,22500.0,1.0,2019
2270,,,,,,22500.0,0.0,2019
2276,,,,,,67500.0,0.0,2019
2277,,,,,,67500.0,3.0,2019
2278,,,,,,67500.0,0.0,2019
2279,,,,,,67500.0,0.0,2019
2280,,,,,,67500.0,0.0,2019
2299,,,,,,13750.0,3.0,2019
2300,,,,,,13750.0,0.0,2019
2301,,,,,,13750.0,0.0,2019
2302,,,,,,13750.0,0.0,2019
2308,,,,,,87500.0,0.0,2019
2309,,,,,,87500.0,0.0,2019
2310,,,,,,87500.0,0.0,2019
2338,,,,,,27500.0,0.0,2019
2339,,,,,,27500.0,0.0,2019
2385,,,,,,8750.0,2.0,2019
2386,,,,,,8750.0,0.0,2019
2387,,,,,,8750.0,0.0,2019
2388,,,,,,8750.0,0.0,2019
2390,,,,,,2500.0,0.0,2019
2395,,,,,,27500.0,0.0,2019
2396,,,,,,27500.0,0.0,2019
2397,,,,,,27500.0,0.0,2019
2428,,,,,,125000.0,0.0,2019
2429,,,,,,125000.0,0.0,2019
2483,,,,,,32500.0,0.0,2019
2518,,,,,,11250.0,1.0,2019
2519,,,,,,11250.0,0.0,2019
0,Black Only,180.0,,,,,,2020
1,Black Only,180.0,,,,,,2020
2,Black Only,20.0,,,,,,2020
3,Black Only,20.0,,,,,,2020
4,Black Only,100.0,,,,,,2020
5,Black Only,20.0,,,,,,2020
6,White Only,20.0,,,,,,2020
7,White Only,60.0,,,,,,2020
8,Black Only,100.0,,,,,,2020
9,Black Only,100.0,,,,,,2020
10,Black Only,30.0,,,,,,2020
11,Black Only,50.0,,,,,,2020
12,Black Only,50.0,,,,,,2020
13,Black Only,80.0,,,,,,2020
14,Black Only,80.0,,,,,,2020
15,Black Only,80.0,,,,,,2020
16,Black Only,80.0,,,,,,2020
17,Black Only,80.0,,,,,,2020
18,Black Only,200.0,,,,,,2020
19,Black Only,200.0,,,,,,2020
20,Black Only,200.0,,,,,,2020
21,Black Only,200.0,,,,,,2020
22,Black Only,200.0,,,,,,2020
23,Black Only,200.0,,,,,,2020
24,Black Only,80.0,,,,,,2020
25,Black Only,80.0,,,,,,2020
26,Black Only,80.0,,,,,,2020
27,Black Only,80.0,,,,,,2020
28,White Only,20.0,,,,,,2020
29,White Only,50.0,,,,,,2020
30,White Only,100.0,,,,,,2020
31,White Only,100.0,,,,,,2020
32,White Only,100.0,,,,,,2020
33,White Only,-2.0,,,,,,2020
34,Black Only,40.0,,,,,,2020
35,Black Only,40.0,,,,,,2020
36,White Only,40.0,,,,,,2020
37,White Only,40.0,,,,,,2020
38,Black Only,50.0,,,,,,2020
39,Black Only,50.0,,,,,,2020
40,Black Only,50.0,,,,,,2020
41,White Only,10.0,,,,,,2020
42,White Only,50.0,,,,,,2020
43,White Only,50.0,,,,,,2020
44,Black Only,30.0,,,,,,2020
45,White Only,50.0,,,,,,2020
46,White Only,50.0,,,,,,2020
47,White Only,30.0,,,,,,2020
48,White Only,30.0,,,,,,2020
49,White Only,30.0,,,,,,2020
50,White Only,150.0,,,,,,2020
51,White Only,150.0,,,,,,2020
52,White Only,150.0,,,,,,2020
53,Black Only,100.0,,,,,,2020
54,Black Only,60.0,,,,,,2020
55,White Only,20.0,,,,,,2020
56,White Only,20.0,,,,,,2020
57,Black Only,50.0,,,,,,2020
58,Black Only,50.0,,,,,,2020
59,Black Only,50.0,,,,,,2020
60,Black Only,40.0,,,,,,2020
61,Black Only,50.0,,,,,,2020
62,Black Only,50.0,,,,,,2020
63,Black Only,30.0,,,,,,2020
64,Black Only,100.0,,,,,,2020
65,Black Only,100.0,,,,,,2020
66,Black Only,50.0,,,,,,2020
67,Black Only,100.0,,,,,,2020
68,Mixed race,100.0,,,,,,2020
69,Mixed race,100.0,,,,,,2020
70,Mixed race,100.0,,,,,,2020
71,Black Only,10.0,,,,,,2020
72,White Only,20.0,,,,,,2020
73,White Only,20.0,,,,,,2020
74,Black Only,10.0,,,,,,2020
75,Black Only,10.0,,,,,,2020
76,Black Only,50.0,,,,,,2020
77,Black Only,30.0,,,,,,2020
78,White Only,60.0,,,,,,2020
79,White Only,30.0,,,,,,2020
80,White Only,30.0,,,,,,2020
81,Black Only,80.0,,,,,,2020
82,Black Only,80.0,,,,,,2020
83,Black Only,20.0,,,,,,2020
84,Black Only,20.0,,,,,,2020
85,White Only,70.0,,,,,,2020
86,White Only,70.0,,,,,,2020
87,White Only,40.0,,,,,,2020
88,White Only,40.0,,,,,,2020
89,Black Only,30.0,,,,,,2020
90,Black Only,30.0,,,,,,2020
91,Black Only,30.0,,,,,,2020
92,Black Only,20.0,,,,,,2020
93,Black Only,20.0,,,,,,2020
94,Black Only,20.0,,,,,,2020
95,White Only,50.0,,,,,,2020
96,Black Only,150.0,,,,,,2020
97,Black Only,150.0,,,,,,2020
98,Black Only,150.0,,,,,,2020
99,White Only,100.0,,,,,,2020
100,White Only,100.0,,,,,,2020
101,White Only,100.0,,,,,,2020
102,Black Only,50.0,,,,,,2020
103,White Only,50.0,,,,,,2020
104,White Only,50.0,,,,,,2020
105,White Only,50.0,,,,,,2020
106,White Only,50.0,,,,,,2020
107,Black Only,130.0,,,,,,2020
108,Black Only,130.0,,,,,,2020
109,Black Only,130.0,,,,,,2020
110,Black Only,100.0,,,,,,2020
111,White Only,40.0,,,,,,2020
112,White Only,40.0,,,,,,2020
113,White Only,40.0,,,,,,2020
114,White Only,50.0,,,,,,2020
115,White Only,50.0,,,,,,2020
116,Black Only,150.0,,,,,,2020
117,Black Only,150.0,,,,,,2020
118,Black Only,150.0,,,,,,2020
119,Black Only,150.0,,,,,,2020
120,Black Only,150.0,,,,,,2020
121,Black Only,150.0,,,,,,2020
122,Black Only,150.0,,,,,,2020
123,Black Only,50.0,,,,,,2020
124,Black Only,50.0,,,,,,2020
125,Black Only,50.0,,,,,,2020
126,Black Only,50.0,,,,,,2020
127,Black Only,50.0,,,,,,2020
128,Black Only,50.0,,,,,,2020
129,White Only,50.0,,,,,,2020
130,White Only,50.0,,,,,,2020
131,White Only,50.0,,,,,,2020
132,Black Only,30.0,,,,,,2020
133,Black Only,30.0,,,,,,2020
134,Black Only,30.0,,,,,,2020
135,White Only,30.0,,,,,,2020
136,White Only,50.0,,,,,,2020
137,White Only,50.0,,,,,,2020
138,White Only,50.0,,,,,,2020
139,White Only,50.0,,,,,,2020
140,Black Only,30.0,,,,,,2020
141,Black Only,30.0,,,,,,2020
142,Black Only,30.0,,,,,,2020
143,White Only,4.0,,,,,,2020
144,White Only,20.0,,,,,,2020
145,White Only,20.0,,,,,,2020
146,White Only,20.0,,,,,,2020
147,White Only,20.0,,,,,,2020
148,Black Only,100.0,,,,,,2020
149,Black Only,100.0,,,,,,2020
150,Black Only,200.0,,,,,,2020
151,Black Only,200.0,,,,,,2020
152,Black Only,200.0,,,,,,2020
153,Black Only,100.0,,,,,,2020
154,Black Only,100.0,,,,,,2020
155,Black Only,100.0,,,,,,2020
156,Black Only,100.0,,,,,,2020
157,Black Only,50.0,,,,,,2020
158,Black Only,50.0,,,,,,2020
159,Black Only,50.0,,,,,,2020
160,Black Only,50.0,,,,,,2020
161,White Only,40.0,,,,,,2020
162,White Only,40.0,,,,,,2020
163,White Only,40.0,,,,,,2020
164,Black Only,40.0,,,,,,2020
165,Black Only,40.0,,,,,,2020
166,Black Only,30.0,,,,,,2020
167,Black Only,30.0,,,,,,2020
168,White Only,-2.0,,,,,,2020
169,White Only,-2.0,,,,,,2020
170,Black Only,60.0,,,,,,2020
171,Black Only,60.0,,,,,,2020
172,Black Only,100.0,,,,,,2020
173,Black Only,100.0,,,,,,2020
174,White Only,80.0,,,,,,2020
175,White Only,80.0,,,,,,2020
176,White Only,80.0,,,,,,2020
177,White Only,50.0,,,,,,2020
178,White Only,50.0,,,,,,2020
179,Black Only,50.0,,,,,,2020
180,Black Only,50.0,,,,,,2020
181,Black Only,30.0,,,,,,2020
182,Black Only,30.0,,,,,,2020
183,Black Only,30.0,,,,,,2020
184,Black Only,30.0,,,,,,2020
185,Black Only,30.0,,,,,,2020
186,Black Only,30.0,,,,,,2020
187,White Only,20.0,,,,,,2020
188,White Only,20.0,,,,,,2020
189,Black Only,150.0,,,,,,2020
190,Black Only,150.0,,,,,,2020
191,Black Only,150.0,,,,,,2020
192,Black Only,150.0,,,,,,2020
193,Black Only,50.0,,,,,,2020
194,White Only,30.0,,,,,,2020
195,White Only,30.0,,,,,,2020
196,White Only,100.0,,,,,,2020
197,White Only,100.0,,,,,,2020
198,Black Only,30.0,,,,,,2020
199,Black Only,30.0,,,,,,2020
200,White Only,40.0,,,,,,2020
201,White Only,40.0,,,,,,2020
202,White Only,40.0,,,,,,2020
203,Black Only,60.0,,,,,,2020
204,White Only,20.0,,,,,,2020
205,White Only,20.0,,,,,,2020
206,White Only,20.0,,,,,,2020
207,White Only,20.0,,,,,,2020
208,White Only,20.0,,,,,,2020
209,Black Only,20.0,,,,,,2020
210,Black Only,20.0,,,,,,2020
211,Black Only,50.0,,,,,,2020
212,Black Only,50.0,,,,,,2020
213,White Only,40.0,,,,,,2020
214,White Only,40.0,,,,,,2020
215,Black Only,30.0,,,,,,2020
216,Black Only,30.0,,,,,,2020
217,Black Only,50.0,,,,,,2020
218,Black Only,50.0,,,,,,2020
219,Black Only,50.0,,,,,,2020
220,White Only,30.0,,,,,,2020
221,White Only,30.0,,,,,,2020
222,White Only,30.0,,,,,,2020
223,White Only,30.0,,,,,,2020
224,Black Only,100.0,,,,,,2020
225,Black Only,100.0,,,,,,2020
226,Black Only,100.0,,,,,,2020
227,Black Only,100.0,,,,,,2020
228,Black Only,100.0,,,,,,2020
