,RACE,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME,NUMBER_OWN_CHILDREN,YEAR
258,White Only,,,,100.0,,,2019
259,White Only,,,,100.0,,,2019
260,White Only,,,,100.0,,,2019
261,White Only,,,,100.0,,,2019
262,Black Only,,,,250.0,,,2019
263,Black Only,,,,250.0,,,2019
264,Black Only,,,,250.0,,,2019
265,Black Only,,,,250.0,,,2019
266,White Only,,,,70.0,,,2019
267,Black Only,,,,230.0,,,2019
268,Black Only,,,,230.0,,,2019
277,White Only,,,,80.0,,,2019
278,White Only,,,,50.0,,,2019
279,White Only,,,,50.0,,,2019
281,White Only,,,,100.0,,,2019
282,White Only,,,,100.0,,,2019
283,White Only,,,,100.0,,,2019
284,White Only,,,,100.0,,,2019
287,White Only,,,,70.0,,,2019
288,White Only,,,,70.0,,,2019
289,White Only,,,,160.0,,,2019
290,White Only,,,,160.0,,,2019
291,White Only,,,,160.0,,,2019
292,White Only,,,,160.0,,,2019
294,White Only,,,,120.0,,,2019
295,White Only,,,,120.0,,,2019
296,White Only,,,,120.0,,,2019
297,White Only,,,,50.0,,,2019
298,White Only,,,,100.0,,,2019
299,White Only,,,,100.0,,,2019
303,Black Only,,,,130.0,,,2019
304,Black Only,,,,130.0,,,2019
308,Black Only,,,,30.0,,,2019
309,Black Only,,,,50.0,,,2019
310,Black Only,,,,70.0,,,2019
311,Black Only,,,,70.0,,,2019
313,Black Only,,,,180.0,,,2019
314,Black Only,,,,180.0,,,2019
315,Black Only,,,,180.0,,,2019
316,Black Only,,,,180.0,,,2019
319,White Only,,,,100.0,,,2019
320,White Only,,,,100.0,,,2019
321,White Only,,,,100.0,,,2019
328,Black Only,,,,50.0,,,2019
329,Black Only,,,,80.0,,,2019
330,Black Only,,,,80.0,,,2019
332,White Only,,,,40.0,,,2019
333,White Only,,,,40.0,,,2019
339,White Only,,,,100.0,,,2019
340,White Only,,,,100.0,,,2019
341,White Only,,,,100.0,,,2019
342,White Only,,,,200.0,,,2019
343,White Only,,,,200.0,,,2019
348,White Only,,,,50.0,,,2019
351,Black Only,,,,50.0,,,2019
352,White Only,,,,90.0,,,2019
353,White Only,,,,90.0,,,2019
354,White Only,,,,90.0,,,2019
355,White Only,,,,90.0,,,2019
364,Black Only,,,,50.0,,,2019
368,White Only,,,,200.0,,,2019
369,White Only,,,,200.0,,,2019
370,White Only,,,,200.0,,,2019
371,White Only,,,,200.0,,,2019
378,Black Only,,,,40.0,,,2019
379,Black Only,,,,40.0,,,2019
380,Black Only,,,,40.0,,,2019
381,Black Only,,,,40.0,,,2019
382,Black Only,,,,40.0,,,2019
383,Black Only,,,,40.0,,,2019
392,White Only,,,,300.0,,,2019
393,White Only,,,,300.0,,,2019
394,White Only,,,,300.0,,,2019
395,White Only,,,,300.0,,,2019
396,White Only,,,,300.0,,,2019
409,Black Only,,,,180.0,,,2019
410,Black Only,,,,200.0,,,2019
411,Black Only,,,,200.0,,,2019
415,White Only,,,,120.0,,,2019
416,White Only,,,,120.0,,,2019
417,Black Only,,,,70.0,,,2019
419,Black Only,,,,150.0,,,2019
421,White Only,,,,150.0,,,2019
422,White Only,,,,150.0,,,2019
425,White Only,,,,60.0,,,2019
429,Black Only,,,,150.0,,,2019
430,Black Only,,,,150.0,,,2019
431,Black Only,,,,150.0,,,2019
432,Black Only,,,,70.0,,,2019
433,Black Only,,,,70.0,,,2019
434,White Only,,,,150.0,,,2019
435,White Only,,,,150.0,,,2019
436,Black Only,,,,50.0,,,2019
437,Black Only,,,,50.0,,,2019
442,Black Only,,,,150.0,,,2019
443,Black Only,,,,150.0,,,2019
452,White Only,,,,60.0,,,2019
454,White Only,,,,130.0,,,2019
455,White Only,,,,130.0,,,2019
456,White Only,,,,180.0,,,2019
457,White Only,,,,180.0,,,2019
461,White Only,,,,50.0,,,2019
464,White Only,,,,10.0,,,2019
477,White Only,,,,230.0,,,2019
478,White Only,,,,230.0,,,2019
479,White Only,,,,230.0,,,2019
480,White Only,,,,230.0,,,2019
481,White Only,,,,230.0,,,2019
482,White Only,,,,230.0,,,2019
483,White Only,,,,230.0,,,2019
484,White Only,,,,230.0,,,2019
490,White Only,,,,150.0,,,2019
495,White Only,,,,150.0,,,2019
496,White Only,,,,150.0,,,2019
497,White Only,,,,150.0,,,2019
498,White Only,,,,150.0,,,2019
499,White Only,,,,150.0,,,2019
500,Black Only,,,,180.0,,,2019
501,Black Only,,,,180.0,,,2019
502,White Only,,,,130.0,,,2019
503,White Only,,,,130.0,,,2019
505,White Only,,,,80.0,,,2019
509,White Only,,,,110.0,,,2019
518,White Only,,,,400.0,,,2019
519,White Only,,,,400.0,,,2019
531,White Only,,,,30.0,,,2019
532,White Only,,,,120.0,,,2019
533,White Only,,,,120.0,,,2019
534,White Only,,,,100.0,,,2019
535,White Only,,,,100.0,,,2019
536,White Only,,,,100.0,,,2019
538,White Only,,,,60.0,,,2019
539,White Only,,,,60.0,,,2019
545,White Only,,,,80.0,,,2019
546,White Only,,,,80.0,,,2019
563,White Only,,,,130.0,,,2019
564,White Only,,,,130.0,,,2019
566,White Only,,,,70.0,,,2019
574,White Only,,,,190.0,,,2019
575,White Only,,,,190.0,,,2019
576,White Only,,,,190.0,,,2019
578,White Only,,,,100.0,,,2019
582,Black Only,,,,40.0,,,2019
583,Black Only,,,,40.0,,,2019
584,Black Only,,,,300.0,,,2019
585,Black Only,,,,300.0,,,2019
586,Black Only,,,,300.0,,,2019
587,Black Only,,,,300.0,,,2019
588,Black Only,,,,300.0,,,2019
589,Black Only,,,,300.0,,,2019
592,Black Only,,,,60.0,,,2019
595,Black Only,,,,100.0,,,2019
596,Black Only,,,,100.0,,,2019
597,Black Only,,,,100.0,,,2019
598,Black Only,,,,100.0,,,2019
600,Black Only,,,,120.0,,,2019
602,Black Only,,,,120.0,,,2019
603,Black Only,,,,120.0,,,2019
604,Black Only,,,,200.0,,,2019
605,Black Only,,,,200.0,,,2019
606,Black Only,,,,200.0,,,2019
607,Black Only,,,,200.0,,,2019
609,White Only,,,,80.0,,,2019
610,White Only,,,,50.0,,,2019
615,Black Only,,,,120.0,,,2019
616,Black Only,,,,120.0,,,2019
617,Black Only,,,,120.0,,,2019
632,Black Only,,,,30.0,,,2019
633,White Only,,,,100.0,,,2019
635,White Only,,,,100.0,,,2019
636,White Only,,,,100.0,,,2019
637,White Only,,,,100.0,,,2019
645,Black Only,,,,150.0,,,2019
646,Black Only,,,,150.0,,,2019
647,Black Only,,,,150.0,,,2019
648,Black Only,,,,150.0,,,2019
649,White Only,,,,200.0,,,2019
650,Asian Only,,,,200.0,,,2019
651,Black Only,,,,220.0,,,2019
652,Black Only,,,,220.0,,,2019
653,Black Only,,,,220.0,,,2019
655,White Only,,,,130.0,,,2019
656,White Only,,,,130.0,,,2019
657,White Only,,,,300.0,,,2019
658,White Only,,,,300.0,,,2019
659,White Only,,,,70.0,,,2019
660,Mixed race,,,,70.0,,,2019
661,Mixed race,,,,70.0,,,2019
662,White Only,,,,70.0,,,2019
663,Black Only,,,,70.0,,,2019
664,Asian Only,,,,70.0,,,2019
666,Black Only,,,,40.0,,,2019
668,White Only,,,,60.0,,,2019
671,Black Only,,,,180.0,,,2019
672,Black Only,,,,180.0,,,2019
673,Black Only,,,,180.0,,,2019
683,White Only,,,,150.0,,,2019
684,White Only,,,,150.0,,,2019
685,White Only,,,,110.0,,,2019
686,White Only,,,,110.0,,,2019
687,White Only,,,,110.0,,,2019
688,White Only,,,,110.0,,,2019
689,White Only,,,,190.0,,,2019
690,White Only,,,,190.0,,,2019
691,White Only,,,,190.0,,,2019
693,White Only,,,,80.0,,,2019
694,White Only,,,,80.0,,,2019
698,White Only,,,,70.0,,,2019
699,Black Only,,,,80.0,,,2019
700,Black Only,,,,80.0,,,2019
701,Black Only,,,,80.0,,,2019
702,Black Only,,,,150.0,,,2019
703,Black Only,,,,150.0,,,2019
705,White Only,,,,330.0,,,2019
707,Black Only,,,,50.0,,,2019
708,Black Only,,,,50.0,,,2019
709,Black Only,,,,50.0,,,2019
710,White Only,,,,280.0,,,2019
711,White Only,,,,280.0,,,2019
712,White Only,,,,280.0,,,2019
713,White Only,,,,280.0,,,2019
714,White Only,,,,150.0,,,2019
715,White Only,,,,150.0,,,2019
716,White Only,,,,150.0,,,2019
720,White Only,,,,130.0,,,2019
721,White Only,,,,130.0,,,2019
722,White Only,,,,150.0,,,2019
723,White Only,,,,150.0,,,2019
724,White Only,,,,150.0,,,2019
725,White Only,,,,150.0,,,2019
726,White Only,,,,150.0,,,2019
730,White Only,,,,110.0,,,2019
731,White Only,,,,110.0,,,2019
732,White Only,,,,100.0,,,2019
741,Black Only,,,,120.0,,,2019
742,Black Only,,,,120.0,,,2019
747,White Only,,,,90.0,,,2019
748,White Only,,,,90.0,,,2019
749,White Only,,,,90.0,,,2019
754,White Only,,,,50.0,,,2019
755,White Only,,,,50.0,,,2019
759,White Only,,,,70.0,,,2019
760,White Only,,,,70.0,,,2019
761,White Only,,,,150.0,,,2019
762,White Only,,,,150.0,,,2019
763,White Only,,,,150.0,,,2019
769,White Only,,,,80.0,,,2019
770,White Only,,,,80.0,,,2019
781,White Only,,,,70.0,,,2019
782,White Only,,,,70.0,,,2019
785,White Only,,,,80.0,,,2019
786,White Only,,,,80.0,,,2019
787,White Only,,,,70.0,,,2019
790,Black Only,,,,60.0,,,2019
791,Black Only,,,,60.0,,,2019
792,Black Only,,,,60.0,,,2019
794,White Only,,,,60.0,,,2019
795,White Only,,,,60.0,,,2019
796,White Only,,,,40.0,,,2019
799,Black Only,,,,120.0,,,2019
800,Black Only,,,,120.0,,,2019
811,White Only,,,,100.0,,,2019
812,White Only,,,,100.0,,,2019
813,White Only,,,,100.0,,,2019
822,Black Only,,,,180.0,,,2019
823,Black Only,,,,180.0,,,2019
824,Black Only,,,,180.0,,,2019
825,Black Only,,,,130.0,,,2019
829,White Only,,,,40.0,,,2019
830,White Only,,,,170.0,,,2019
831,White Only,,,,170.0,,,2019
832,White Only,,,,170.0,,,2019
833,White Only,,,,180.0,,,2019
834,White Only,,,,180.0,,,2019
836,White Only,,,,150.0,,,2019
837,White Only,,,,150.0,,,2019
838,White Only,,,,150.0,,,2019
839,Black Only,,,,100.0,,,2019
842,White Only,,,,250.0,,,2019
843,White Only,,,,250.0,,,2019
844,White Only,,,,110.0,,,2019
845,White Only,,,,110.0,,,2019
846,White Only,,,,110.0,,,2019
855,White Only,,,,40.0,,,2019
856,White Only,,,,40.0,,,2019
857,White Only,,,,120.0,,,2019
858,White Only,,,,120.0,,,2019
859,White Only,,,,120.0,,,2019
860,White Only,,,,120.0,,,2019
861,White Only,,,,120.0,,,2019
862,White Only,,,,90.0,,,2019
863,White Only,,,,90.0,,,2019
870,White Only,,,,300.0,,,2019
872,Black Only,,,,180.0,,,2019
873,Black Only,,,,100.0,,,2019
874,Black Only,,,,100.0,,,2019
875,Black Only,,,,100.0,,,2019
876,Black Only,,,,130.0,,,2019
877,Black Only,,,,130.0,,,2019
878,Black Only,,,,130.0,,,2019
882,Mixed race,,,,200.0,,,2019
883,Mixed race,,,,200.0,,,2019
884,White Only,,,,100.0,,,2019
885,White Only,,,,100.0,,,2019
886,White Only,,,,100.0,,,2019
887,White Only,,,,100.0,,,2019
888,White Only,,,,180.0,,,2019
889,White Only,,,,180.0,,,2019
890,White Only,,,,150.0,,,2019
891,White Only,,,,150.0,,,2019
892,White Only,,,,150.0,,,2019
893,Black Only,,,,100.0,,,2019
894,White Only,,,,100.0,,,2019
895,White Only,,,,100.0,,,2019
896,White Only,,,,100.0,,,2019
899,Black Only,,,,80.0,,,2019
900,Black Only,,,,80.0,,,2019
901,White Only,,,,450.0,,,2019
902,White Only,,,,450.0,,,2019
903,White Only,,,,450.0,,,2019
904,White Only,,,,70.0,,,2019
905,White Only,,,,70.0,,,2019
914,White Only,,,,200.0,,,2019
915,White Only,,,,200.0,,,2019
916,White Only,,,,200.0,,,2019
917,White Only,,,,200.0,,,2019
919,White Only,,,,80.0,,,2019
920,White Only,,,,80.0,,,2019
922,White Only,,,,100.0,,,2019
923,White Only,,,,100.0,,,2019
924,White Only,,,,100.0,,,2019
925,White Only,,,,60.0,,,2019
926,Black Only,,,,60.0,,,2019
927,Black Only,,,,50.0,,,2019
930,White Only,,,,180.0,,,2019
931,White Only,,,,180.0,,,2019
932,White Only,,,,180.0,,,2019
933,White Only,,,,180.0,,,2019
938,White Only,,,,10.0,,,2019
944,Black Only,,,,200.0,,,2019
945,Black Only,,,,200.0,,,2019
946,Black Only,,,,200.0,,,2019
947,Black Only,,,,200.0,,,2019
949,White Only,,,,100.0,,,2019
950,White Only,,,,100.0,,,2019
951,White Only,,,,100.0,,,2019
953,White Only,,,,300.0,,,2019
954,Black Only,,,,50.0,,,2019
955,Black Only,,,,50.0,,,2019
958,White Only,,,,90.0,,,2019
959,White Only,,,,80.0,,,2019
960,White Only,,,,80.0,,,2019
969,Black Only,,,,20.0,,,2019
971,White Only,,,,4.0,,,2019
972,White Only,,,,40.0,,,2019
973,White Only,,,,40.0,,,2019
974,White Only,,,,80.0,,,2019
975,White Only,,,,80.0,,,2019
976,White Only,,,,100.0,,,2019
977,White Only,,,,100.0,,,2019
978,White Only,,,,80.0,,,2019
979,White Only,,,,80.0,,,2019
981,White Only,,,,350.0,,,2019
982,White Only,,,,350.0,,,2019
983,White Only,,,,350.0,,,2019
984,White Only,,,,350.0,,,2019
986,White Only,,,,200.0,,,2019
989,Black Only,,,,200.0,,,2019
990,Black Only,,,,200.0,,,2019
991,Black Only,,,,200.0,,,2019
1000,Black Only,,,,150.0,,,2019
1001,Black Only,,,,150.0,,,2019
1007,White Only,,,,170.0,,,2019
1008,White Only,,,,170.0,,,2019
1009,White Only,,,,170.0,,,2019
1011,White Only,,,,50.0,,,2019
1012,White Only,,,,50.0,,,2019
1013,White Only,,,,290.0,,,2019
1014,White Only,,,,290.0,,,2019
1015,White Only,,,,290.0,,,2019
1016,White Only,,,,250.0,,,2019
1017,White Only,,,,250.0,,,2019
1018,White Only,,,,250.0,,,2019
1019,White Only,,,,250.0,,,2019
1020,White Only,,,,250.0,,,2019
1022,White Only,,,,90.0,,,2019
1023,White Only,,,,90.0,,,2019
1028,Black Only,,,,100.0,,,2019
1029,Black Only,,,,100.0,,,2019
1030,Black Only,,,,100.0,,,2019
1031,White Only,,,,70.0,,,2019
1032,White Only,,,,70.0,,,2019
1041,Black Only,,,,200.0,,,2019
1042,Black Only,,,,200.0,,,2019
1043,Black Only,,,,200.0,,,2019
1044,Black Only,,,,200.0,,,2019
1045,Black Only,,,,200.0,,,2019
1052,White Only,,,,100.0,,,2019
1053,White Only,,,,100.0,,,2019
1054,White Only,,,,100.0,,,2019
1055,White Only,,,,100.0,,,2019
1056,White Only,,,,100.0,,,2019
1063,White Only,,,,50.0,,,2019
1064,White Only,,,,50.0,,,2019
1065,White Only,,,,50.0,,,2019
1066,White Only,,,,150.0,,,2019
1067,White Only,,,,50.0,,,2019
1068,White Only,,,,50.0,,,2019
1076,White Only,,,,60.0,,,2019
1077,White Only,,,,60.0,,,2019
1079,Black Only,,,,100.0,,,2019
1080,Black Only,,,,100.0,,,2019
1081,Black Only,,,,100.0,,,2019
1086,White Only,,,,160.0,,,2019
1087,White Only,,,,160.0,,,2019
1089,Black Only,,,,160.0,,,2019
1090,Black Only,,,,160.0,,,2019
1091,Black Only,,,,160.0,,,2019
1093,White Only,,,,100.0,,,2019
1094,White Only,,,,100.0,,,2019
1095,Black Only,,,,140.0,,,2019
1096,Black Only,,,,140.0,,,2019
1097,Black Only,,,,140.0,,,2019
1098,White Only,,,,200.0,,,2019
1099,White Only,,,,200.0,,,2019
1100,White Only,,,,200.0,,,2019
1107,White Only,,,,200.0,,,2019
1109,Black Only,,,,100.0,,,2019
1110,Black Only,,,,100.0,,,2019
1111,Black Only,,,,80.0,,,2019
1112,Black Only,,,,80.0,,,2019
1113,Black Only,,,,80.0,,,2019
1118,White Only,,,,80.0,,,2019
1119,Black Only,,,,70.0,,,2019
1120,Black Only,,,,70.0,,,2019
1121,Black Only,,,,70.0,,,2019
1122,Black Only,,,,50.0,,,2019
1123,Black Only,,,,90.0,,,2019
1131,White Only,,,,40.0,,,2019
1132,White Only,,,,40.0,,,2019
1135,White Only,,,,150.0,,,2019
1136,White Only,,,,150.0,,,2019
1137,White Only,,,,150.0,,,2019
1138,White Only,,,,150.0,,,2019
1144,White Only,,,,210.0,,,2019
1145,White Only,,,,210.0,,,2019
1147,Black Only,,,,50.0,,,2019
1148,Black Only,,,,50.0,,,2019
1153,Black Only,,,,60.0,,,2019
1154,Black Only,,,,30.0,,,2019
1158,Black Only,,,,130.0,,,2019
1159,Black Only,,,,130.0,,,2019
1160,Black Only,,,,100.0,,,2019
1161,Black Only,,,,100.0,,,2019
1162,Black Only,,,,100.0,,,2019
1176,White Only,,,,120.0,,,2019
1177,White Only,,,,120.0,,,2019
1186,White Only,,,,170.0,,,2019
1187,White Only,,,,170.0,,,2019
1188,White Only,,,,80.0,,,2019
1189,White Only,,,,80.0,,,2019
1193,White Only,,,,200.0,,,2019
1194,White Only,,,,200.0,,,2019
1195,White Only,,,,200.0,,,2019
1196,White Only,,,,200.0,,,2019
1197,White Only,,,,200.0,,,2019
1198,Black Only,,,,180.0,,,2019
1199,Black Only,,,,180.0,,,2019
1200,Black Only,,,,180.0,,,2019
1201,Black Only,,,,200.0,,,2019
1202,White Only,,,,100.0,,,2019
1203,White Only,,,,100.0,,,2019
1204,Black Only,,,,70.0,,,2019
1205,Black Only,,,,30.0,,,2019
1207,White Only,,,,180.0,,,2019
1208,White Only,,,,180.0,,,2019
1209,White Only,,,,180.0,,,2019
1221,White Only,,,,150.0,,,2019
1222,White Only,,,,150.0,,,2019
1223,White Only,,,,60.0,,,2019
1224,White Only,,,,60.0,,,2019
1225,White Only,,,,60.0,,,2019
1226,White Only,,,,60.0,,,2019
1229,White Only,,,,180.0,,,2019
1230,White Only,,,,180.0,,,2019
1231,White Only,,,,110.0,,,2019
1235,White Only,,,,70.0,,,2019
1236,White Only,,,,70.0,,,2019
1239,Black Only,,,,60.0,,,2019
1240,Black Only,,,,60.0,,,2019
1241,White Only,,,,120.0,,,2019
1242,White Only,,,,120.0,,,2019
1243,White Only,,,,150.0,,,2019
1244,White Only,,,,150.0,,,2019
1245,Black Only,,,,60.0,,,2019
1250,Black Only,,,,180.0,,,2019
1251,Black Only,,,,180.0,,,2019
1252,Black Only,,,,180.0,,,2019
1254,White Only,,,,100.0,,,2019
1255,White Only,,,,150.0,,,2019
1256,White Only,,,,150.0,,,2019
1257,White Only,,,,150.0,,,2019
1261,White Only,,,,200.0,,,2019
1262,White Only,,,,200.0,,,2019
1263,Black Only,,,,30.0,,,2019
1270,White Only,,,,200.0,,,2019
1271,White Only,,,,200.0,,,2019
1272,White Only,,,,200.0,,,2019
1273,White Only,,,,200.0,,,2019
1274,White Only,,,,200.0,,,2019
1277,White Only,,,,200.0,,,2019
1278,White Only,,,,200.0,,,2019
1279,White Only,,,,200.0,,,2019
1280,White Only,,,,200.0,,,2019
1281,White Only,,,,90.0,,,2019
1282,White Only,,,,90.0,,,2019
1283,White Only,,,,120.0,,,2019
1284,White Only,,,,120.0,,,2019
1285,White Only,,,,120.0,,,2019
1286,White Only,,,,50.0,,,2019
1287,White Only,,,,80.0,,,2019
1288,White Only,,,,80.0,,,2019
1289,White Only,,,,80.0,,,2019
1290,White Only,,,,80.0,,,2019
1291,White Only,,,,200.0,,,2019
1292,White Only,,,,200.0,,,2019
1293,White Only,,,,200.0,,,2019
1294,White Only,,,,150.0,,,2019
1295,White Only,,,,150.0,,,2019
1301,Mixed race,,,,140.0,,,2019
1302,Mixed race,,,,140.0,,,2019
1303,Mixed race,,,,140.0,,,2019
1304,Mixed race,,,,140.0,,,2019
1308,Black Only,,,,90.0,,,2019
1309,Black Only,,,,30.0,,,2019
1312,Black Only,,,,150.0,,,2019
1313,Black Only,,,,150.0,,,2019
1314,Black Only,,,,150.0,,,2019
1316,White Only,,,,120.0,,,2019
1317,White Only,,,,120.0,,,2019
1318,White Only,,,,120.0,,,2019
1319,White Only,,,,120.0,,,2019
1328,Black Only,,,,120.0,,,2019
1329,Black Only,,,,100.0,,,2019
1330,Black Only,,,,100.0,,,2019
1331,White Only,,,,200.0,,,2019
1332,White Only,,,,200.0,,,2019
1334,White Only,,,,50.0,,,2019
1335,White Only,,,,50.0,,,2019
1336,White Only,,,,60.0,,,2019
1337,White Only,,,,60.0,,,2019
1339,White Only,,,,150.0,,,2019
1340,White Only,,,,150.0,,,2019
1341,White Only,,,,100.0,,,2019
1342,White Only,,,,100.0,,,2019
1343,White Only,,,,100.0,,,2019
1344,White Only,,,,100.0,,,2019
1345,White Only,,,,120.0,,,2019
1346,White Only,,,,40.0,,,2019
1347,White Only,,,,140.0,,,2019
1348,White Only,,,,140.0,,,2019
1349,Black Only,,,,100.0,,,2019
1350,Black Only,,,,100.0,,,2019
1351,Black Only,,,,100.0,,,2019
1353,White Only,,,,140.0,,,2019
1354,White Only,,,,140.0,,,2019
1355,White Only,,,,140.0,,,2019
1356,White Only,,,,70.0,,,2019
1357,White Only,,,,70.0,,,2019
1359,Black Only,,,,120.0,,,2019
1360,Black Only,,,,120.0,,,2019
1361,Black Only,,,,120.0,,,2019
1362,White Only,,,,100.0,,,2019
1363,White Only,,,,100.0,,,2019
1364,White Only,,,,50.0,,,2019
1365,White Only,,,,300.0,,,2019
1366,White Only,,,,300.0,,,2019
1369,White Only,,,,60.0,,,2019
1370,White Only,,,,120.0,,,2019
1371,White Only,,,,120.0,,,2019
1373,Black Only,,,,60.0,,,2019
1374,Black Only,,,,60.0,,,2019
1375,White Only,,,,250.0,,,2019
1386,White Only,,,,80.0,,,2019
1393,White Only,,,,160.0,,,2019
1394,White Only,,,,160.0,,,2019
1395,White Only,,,,160.0,,,2019
1396,White Only,,,,160.0,,,2019
1398,Asian Only,,,,50.0,,,2019
1400,White Only,,,,40.0,,,2019
1410,White Only,,,,250.0,,,2019
1411,White Only,,,,250.0,,,2019
1412,White Only,,,,100.0,,,2019
1413,White Only,,,,100.0,,,2019
1414,White Only,,,,100.0,,,2019
1415,White Only,,,,50.0,,,2019
1416,Black Only,,,,30.0,,,2019
1417,Black Only,,,,30.0,,,2019
1418,Black Only,,,,30.0,,,2019
1419,Black Only,,,,30.0,,,2019
1420,Black Only,,,,30.0,,,2019
1421,Black Only,,,,70.0,,,2019
1422,Black Only,,,,70.0,,,2019
1423,Black Only,,,,70.0,,,2019
1424,Black Only,,,,70.0,,,2019
1425,Black Only,,,,70.0,,,2019
1426,Black Only,,,,70.0,,,2019
1436,White Only,,,,300.0,,,2019
1437,White Only,,,,300.0,,,2019
1438,White Only,,,,300.0,,,2019
1439,White Only,,,,300.0,,,2019
1440,White Only,,,,30.0,,,2019
1444,Black Only,,,,250.0,,,2019
1445,Black Only,,,,250.0,,,2019
1448,Black Only,,,,70.0,,,2019
1449,Black Only,,,,70.0,,,2019
1451,White Only,,,,250.0,,,2019
1452,White Only,,,,250.0,,,2019
1453,White Only,,,,250.0,,,2019
1454,White Only,,,,250.0,,,2019
1468,Black Only,,,,120.0,,,2019
1469,Black Only,,,,120.0,,,2019
1470,Black Only,,,,70.0,,,2019
1471,Black Only,,,,70.0,,,2019
1472,Black Only,,,,70.0,,,2019
1473,Black Only,,,,70.0,,,2019
1474,White Only,,,,150.0,,,2019
1475,White Only,,,,150.0,,,2019
1476,Black Only,,,,60.0,,,2019
1477,Black Only,,,,60.0,,,2019
1482,White Only,,,,30.0,,,2019
1483,White Only,,,,30.0,,,2019
1486,White Only,,,,450.0,,,2019
1487,White Only,,,,450.0,,,2019
1488,White Only,,,,450.0,,,2019
1489,White Only,,,,450.0,,,2019
1490,White Only,,,,450.0,,,2019
1491,White Only,,,,450.0,,,2019
1492,White Only,,,,200.0,,,2019
1493,White Only,,,,200.0,,,2019
1498,Black Only,,,,40.0,,,2019
1499,White Only,,,,80.0,,,2019
1513,White Only,,,,80.0,,,2019
1514,White Only,,,,80.0,,,2019
1517,White Only,,,,40.0,,,2019
1518,White Only,,,,40.0,,,2019
1524,White Only,,,,140.0,,,2019
1525,White Only,,,,140.0,,,2019
1526,White Only,,,,140.0,,,2019
1527,White Only,,,,140.0,,,2019
1532,White Only,,,,40.0,,,2019
1533,White Only,,,,40.0,,,2019
1534,White Only,,,,210.0,,,2019
1535,White Only,,,,210.0,,,2019
1536,White Only,,,,250.0,,,2019
1537,White Only,,,,250.0,,,2019
1538,White Only,,,,200.0,,,2019
1539,Asian Only,,,,200.0,,,2019
1542,White Only,,,,130.0,,,2019
1543,White Only,,,,130.0,,,2019
1544,White Only,,,,130.0,,,2019
1545,White Only,,,,80.0,,,2019
1546,White Only,,,,80.0,,,2019
1554,Black Only,,,,100.0,,,2019
1555,Black Only,,,,100.0,,,2019
1556,Black Only,,,,250.0,,,2019
1557,Black Only,,,,250.0,,,2019
1558,Black Only,,,,250.0,,,2019
1559,Black Only,,,,250.0,,,2019
1560,Black Only,,,,250.0,,,2019
1561,Black Only,,,,250.0,,,2019
1562,Black Only,,,,250.0,,,2019
1563,White Only,,,,180.0,,,2019
1564,White Only,,,,180.0,,,2019
1574,Black Only,,,,100.0,,,2019
1575,Black Only,,,,100.0,,,2019
1576,Black Only,,,,100.0,,,2019
1577,Black Only,,,,150.0,,,2019
1578,Black Only,,,,150.0,,,2019
1579,Black Only,,,,150.0,,,2019
1580,Black Only,,,,150.0,,,2019
1583,White Only,,,,70.0,,,2019
1584,White Only,,,,70.0,,,2019
1585,White Only,,,,70.0,,,2019
1586,White Only,,,,70.0,,,2019
1587,White Only,,,,40.0,,,2019
1588,White Only,,,,40.0,,,2019
1589,White Only,,,,140.0,,,2019
1590,White Only,,,,140.0,,,2019
1595,White Only,,,,100.0,,,2019
1596,White Only,,,,100.0,,,2019
1597,White Only,,,,50.0,,,2019
1598,White Only,,,,50.0,,,2019
1599,White Only,,,,50.0,,,2019
1600,Black Only,,,,300.0,,,2019
1601,Black Only,,,,300.0,,,2019
1602,Black Only,,,,300.0,,,2019
1603,Black Only,,,,300.0,,,2019
1605,Black Only,,,,50.0,,,2019
1606,Black Only,,,,50.0,,,2019
1607,Black Only,,,,50.0,,,2019
1608,Black Only,,,,50.0,,,2019
1609,Black Only,,,,50.0,,,2019
1611,Black Only,,,,200.0,,,2019
1612,Black Only,,,,200.0,,,2019
1613,Black Only,,,,200.0,,,2019
1614,Black Only,,,,120.0,,,2019
1615,Black Only,,,,120.0,,,2019
1621,White Only,,,,250.0,,,2019
1622,White Only,,,,250.0,,,2019
1623,White Only,,,,250.0,,,2019
1629,White Only,,,,150.0,,,2019
1630,White Only,,,,150.0,,,2019
1631,White Only,,,,150.0,,,2019
1632,White Only,,,,150.0,,,2019
1633,White Only,,,,150.0,,,2019
1658,White Only,,,,150.0,,,2019
1659,White Only,,,,150.0,,,2019
1660,White Only,,,,150.0,,,2019
1661,White Only,,,,150.0,,,2019
1662,White Only,,,,150.0,,,2019
1664,White Only,,,,280.0,,,2019
1665,White Only,,,,280.0,,,2019
1666,White Only,,,,280.0,,,2019
1667,White Only,,,,280.0,,,2019
1668,Black Only,,,,100.0,,,2019
1669,Black Only,,,,100.0,,,2019
1671,White Only,,,,20.0,,,2019
1672,White Only,,,,50.0,,,2019
1673,Asian Only,,,,50.0,,,2019
1674,White Only,,,,180.0,,,2019
1675,White Only,,,,180.0,,,2019
1676,White Only,,,,180.0,,,2019
1677,White Only,,,,180.0,,,2019
