,Unnamed: 0,FAMILY_INCOME,HOUSEHOLD_TYPE,RACE,EMPLOYMENT_STATUS,PRCHLD,HOUSEHOLD_PURCHASES_GROCERIES,HOUSEHOLD_PURCHASES_RESTAURANTS,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,Y/N_RECEVIED_FOODBENEFITS_PAST12MONTHS,FOODSTAMPS_AMT_PERMONTH
40,2332,6,7,2,4,0,-1,-1,30,2,-1
41,2333,8,1,2,4,0,-1,4,-1,2,-1
42,2334,8,1,2,4,0,-1,4,-1,2,-1
43,2335,16,1,1,1,4,250,50,-1,-1,-1
44,2336,16,1,1,1,4,250,50,-1,-1,-1
45,2337,16,1,1,1,0,250,50,-1,-1,-1
46,2338,16,1,1,4,0,250,50,-1,-1,-1
47,2339,11,1,1,1,0,80,50,-1,-1,-1
48,2340,11,1,1,4,0,80,50,-1,-1,-1
49,2341,13,6,1,1,0,150,60,-1,-1,-1
50,2342,13,6,1,4,4,150,60,-1,-1,-1
51,2343,13,6,1,-1,0,150,60,-1,-1,-1
52,2344,13,6,1,1,0,150,60,-1,-1,-1
53,2345,8,4,1,4,0,200,30,50,2,-1
54,2346,8,4,1,4,0,200,30,50,2,-1
55,2347,8,4,1,4,0,200,30,50,2,-1
56,2348,8,4,1,4,0,200,30,50,2,-1
57,2349,16,1,1,4,0,430,250,-1,-1,-1
58,2350,16,1,1,4,0,430,250,-1,-1,-1
59,2351,16,1,1,1,0,430,250,-1,-1,-1
60,2352,16,1,1,1,0,430,250,-1,-1,-1
61,2353,16,1,1,1,0,430,250,-1,-1,-1
62,2354,16,4,2,1,0,-1,-1,-1,-1,-1
63,2355,16,4,2,1,0,-1,-1,-1,-1,-1
64,2356,16,4,2,1,0,-1,-1,-1,-1,-1
65,2357,3,6,2,4,0,70,4,30,1,40
66,4570,3,4,1,4,0,-1,-1,100,1,110
67,4571,3,4,1,4,0,-1,-1,100,1,110
68,4572,7,3,2,4,0,150,4,50,2,-1
69,4573,7,3,2,4,0,150,4,50,2,-1
70,4574,7,6,2,1,0,-1,-1,-1,2,-1
71,4575,6,4,2,4,0,-1,140,200,2,-1
72,4576,6,4,2,-1,0,-1,140,200,2,-1
73,4577,13,3,1,1,6,-1,-1,-1,-1,-1
74,4578,13,3,1,1,3,-1,-1,-1,-1,-1
75,4579,13,3,1,-1,0,-1,-1,-1,-1,-1
76,4580,13,3,1,-1,0,-1,-1,-1,-1,-1
77,4581,7,6,2,1,0,-1,-1,-1,2,-1
78,4582,11,7,1,4,0,-1,30,-1,-1,-1
79,4583,12,6,1,1,0,30,20,-1,-1,-1
80,4584,6,7,1,4,0,200,-1,10,2,-1
81,4585,15,1,1,1,0,100,40,-1,-1,-1
82,4586,15,1,1,1,0,100,40,-1,-1,-1
83,4587,3,7,1,1,0,100,-1,-1,2,-1
84,4588,9,7,2,1,0,100,10,30,2,-1
85,7245,11,7,2,4,0,50,-1,50,2,-1
86,7246,11,4,2,4,0,220,130,100,2,-1
87,7247,11,4,2,4,0,220,130,100,2,-1
88,7248,11,4,2,1,4,220,130,100,2,-1
89,7249,11,4,2,1,0,220,130,100,2,-1
90,7250,8,7,1,4,0,60,10,-1,-1,-1
91,7251,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
92,7252,13,6,2,1,0,40,20,-1,-1,-1
93,7253,10,4,1,1,3,80,30,-1,2,-1
94,7254,10,4,1,-1,0,80,30,-1,2,-1
95,7255,10,4,1,-1,0,80,30,-1,2,-1
96,7256,12,1,1,4,0,200,40,-1,-1,-1
97,7257,12,1,1,4,0,200,40,-1,-1,-1
98,7258,10,6,1,1,0,100,20,-1,-1,-1
99,7259,12,4,1,1,1,140,30,-1,2,-1
100,7260,12,4,1,1,1,140,30,-1,2,-1
101,7261,12,4,1,-1,0,140,30,-1,2,-1
102,7262,12,4,1,4,0,140,30,-1,2,-1
103,7263,7,4,2,1,3,-1,-1,-1,-1,-1
104,7264,7,4,2,4,0,-1,-1,-1,-1,-1
105,7265,7,4,2,1,0,-1,-1,-1,-1,-1
106,7266,7,4,2,4,0,-1,-1,-1,-1,-1
107,7267,7,4,1,-1,0,-1,-1,-1,-1,-1
108,7268,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
109,7269,10,7,1,4,0,250,20,-1,-1,-1
110,7270,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
111,7271,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
112,7272,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
113,7273,1,1,2,1,0,50,20,150,2,-1
114,7274,1,1,2,1,0,50,20,150,2,-1
115,7275,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
116,7276,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
117,7277,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
118,7278,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
119,7279,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
120,7280,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
121,7281,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
122,7282,6,7,2,1,0,-1,50,40,2,-1
123,7283,7,4,1,4,0,200,-1,-1,2,-1
124,7284,7,4,1,4,0,200,-1,-1,2,-1
125,7285,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
126,7286,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
127,7287,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
128,7288,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
129,7289,12,1,2,2,0,100,4,-1,1,180
130,7290,12,1,2,1,0,100,4,-1,1,180
131,7291,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
132,7292,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
133,7293,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
134,7294,11,1,1,1,0,100,200,-1,-1,-1
135,7295,11,1,1,4,0,100,200,-1,-1,-1
136,7296,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
137,7297,12,1,1,1,10,250,-1,-1,2,-1
138,7298,12,1,1,4,10,250,-1,-1,2,-1
139,7299,12,1,1,-1,0,250,-1,-1,2,-1
140,7300,12,1,1,-1,0,250,-1,-1,2,-1
141,7301,12,1,1,-1,0,250,-1,-1,2,-1
142,7302,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
143,7303,15,1,1,4,0,400,-1,-1,-1,-1
144,7304,15,1,1,1,0,400,-1,-1,-1,-1
145,7305,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
146,7306,13,1,2,4,8,190,30,-1,-1,-1
147,7307,13,1,2,4,8,190,30,-1,-1,-1
148,7308,13,1,2,-1,0,190,30,-1,-1,-1
149,7309,13,1,2,-1,0,190,30,-1,-1,-1
150,7310,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
151,7311,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
152,7312,11,7,2,1,0,100,20,-1,2,-1
153,7313,2,3,1,1,0,-1,-1,-1,-1,-1
154,7314,2,3,1,1,0,-1,-1,-1,-1,-1
155,7315,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
156,7316,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
157,7317,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
158,7318,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
159,7319,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
160,7320,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
161,7321,4,1,1,4,0,-1,-1,-1,-1,-1
162,7322,4,1,1,4,0,-1,-1,-1,-1,-1
163,7323,5,6,1,4,0,-1,-1,-1,-1,-1
164,7324,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
165,7325,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
166,7326,12,7,1,1,0,-1,20,-1,2,-1
167,7327,12,6,1,1,0,20,20,-1,2,-1
168,7328,12,4,1,1,0,-1,-1,-1,-1,-1
169,7329,12,4,1,1,0,-1,-1,-1,-1,-1
170,7330,12,4,1,4,0,-1,-1,-1,-1,-1
171,7331,12,4,1,4,0,-1,-1,-1,-1,-1
172,7332,13,1,1,1,0,300,80,-1,2,-1
173,7333,13,1,1,1,0,300,80,-1,2,-1
174,7334,13,1,1,1,0,80,20,-1,-1,-1
175,7335,13,1,1,1,0,80,20,-1,-1,-1
176,7336,16,1,1,1,3,200,20,-1,-1,-1
177,7337,16,1,1,1,3,200,20,-1,-1,-1
178,7338,16,1,1,-1,0,200,20,-1,-1,-1
179,7339,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
180,7340,3,3,2,4,0,50,-1,50,-1,-1
181,7341,3,3,2,4,0,50,-1,50,-1,-1
182,7342,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
183,7343,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
184,7344,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
185,7345,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
186,7346,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
187,7347,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
188,7348,15,1,1,1,3,300,100,-1,-1,-1
189,7349,15,1,1,1,3,300,100,-1,-1,-1
190,7350,15,1,1,-1,0,300,100,-1,-1,-1
191,7351,4,7,2,1,0,-1,4,-1,2,-1
192,7352,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
193,7353,15,1,1,4,0,80,-1,20,-1,-1
194,7354,15,1,1,4,0,80,-1,20,-1,-1
195,7355,7,6,2,1,0,40,-1,-1,2,-1
196,7356,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
197,7357,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
198,7358,15,7,1,4,0,80,20,-1,-1,-1
199,7359,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
200,7360,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
201,7361,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
202,7362,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
203,7363,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
204,7364,9,7,2,1,0,-1,60,-1,-1,-1
205,7365,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
206,7366,10,3,2,1,1,100,50,-1,2,-1
207,7367,10,3,2,-1,0,100,50,-1,2,-1
208,7368,10,3,2,-1,0,100,50,-1,2,-1
209,7369,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
210,7370,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
211,7371,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
212,7372,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
213,11040,9,6,1,4,0,-1,250,-1,-1,-1
214,11041,6,1,2,4,3,-1,4,-1,-1,-1
215,11042,6,1,2,1,3,-1,4,-1,-1,-1
216,11043,6,1,2,-1,0,-1,4,-1,-1,-1
217,11044,6,1,2,-1,0,-1,4,-1,-1,-1
218,11045,6,1,2,4,0,-1,4,-1,-1,-1
219,11046,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
220,11047,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
221,11048,6,4,1,1,8,100,40,200,1,250
222,11049,6,4,1,-1,0,100,40,200,1,250
223,11050,6,4,1,-1,0,100,40,200,1,250
224,11051,1,4,2,4,10,150,30,-1,1,280
225,11052,1,4,2,-1,0,150,30,-1,1,280
226,11053,1,4,2,-1,0,150,30,-1,1,280
227,11054,1,4,2,1,0,140,-1,-1,2,-1
228,11055,1,4,2,1,3,140,-1,-1,2,-1
229,11056,1,4,2,-1,0,140,-1,-1,2,-1
230,11057,1,4,2,-1,0,140,-1,-1,2,-1
231,11058,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
232,11059,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
233,11060,9,1,2,1,6,150,40,-1,2,-1
234,11061,9,1,2,1,6,150,40,-1,2,-1
235,11062,9,1,2,-1,0,150,40,-1,2,-1
236,11063,9,1,2,-1,0,150,40,-1,2,-1
237,11064,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
238,11065,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
239,11066,14,1,1,4,0,80,100,-1,-1,-1
240,11067,14,1,4,4,0,80,100,-1,-1,-1
241,11068,14,7,1,1,0,-1,-1,-1,-1,-1
242,11069,7,1,1,4,0,100,-1,-1,2,-1
243,11070,7,1,1,4,0,100,-1,-1,2,-1
244,11071,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
245,11072,10,4,2,1,4,300,30,80,1,620
246,11073,10,4,2,4,0,300,30,80,1,620
247,11074,10,4,2,1,0,300,30,80,1,620
248,11075,10,4,2,4,0,300,30,80,1,620
249,11076,10,4,2,-1,0,300,30,80,1,620
250,11077,5,3,2,4,0,50,-1,-1,2,-1
251,11078,5,3,2,4,0,50,-1,-1,2,-1
252,11079,5,3,2,4,0,50,-1,-1,2,-1
253,11080,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
254,11081,6,1,1,4,0,-1,-1,20,2,-1
255,11082,6,1,1,4,0,-1,-1,20,2,-1
256,11083,6,1,1,-1,0,-1,-1,20,2,-1
257,11084,13,1,1,1,3,100,30,50,-1,-1
258,11085,13,1,1,1,3,100,30,50,-1,-1
259,11086,13,1,1,-1,0,100,30,50,-1,-1
260,11087,15,1,1,1,0,100,60,-1,-1,-1
261,11088,15,1,1,1,0,100,60,-1,-1,-1
262,11089,13,1,2,1,0,250,200,-1,-1,-1
263,11090,13,1,2,1,0,250,200,-1,-1,-1
264,11091,13,1,2,1,4,250,200,-1,-1,-1
265,11092,13,1,2,4,0,250,200,-1,-1,-1
266,11093,12,7,1,1,0,70,10,-1,-1,-1
267,11094,14,1,2,4,0,230,-1,-1,-1,-1
268,11095,14,1,2,1,0,230,-1,-1,-1,-1
269,11096,10,7,4,4,0,-1,-1,-1,-1,-1
270,11097,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
271,11098,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
272,11099,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
273,11100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
274,11101,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
275,11102,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
276,11103,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
277,11104,4,7,1,4,0,80,-1,-1,1,60
278,11105,7,1,1,4,0,50,-1,-1,2,-1
279,11106,7,1,1,4,0,50,-1,-1,2,-1
280,11107,7,6,1,4,0,-1,-1,-1,-1,-1
281,11108,16,1,1,1,0,100,30,-1,-1,-1
282,11109,16,1,1,1,0,100,30,-1,-1,-1
283,11110,16,1,1,1,0,100,30,-1,-1,-1
284,11111,16,1,1,1,0,100,30,-1,-1,-1
285,11112,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
286,11113,11,6,1,1,0,-1,10,-1,-1,-1
287,11114,3,4,1,4,0,70,-1,-1,1,-1
288,11115,3,4,1,4,0,70,-1,-1,1,-1
289,11116,14,1,1,1,4,160,40,-1,-1,-1
290,11117,14,1,1,1,4,160,40,-1,-1,-1
291,11118,14,1,1,4,0,160,40,-1,-1,-1
292,11119,14,1,1,-1,0,160,40,-1,-1,-1
293,11120,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
294,11121,11,1,1,4,0,120,-1,-1,-1,-1
295,11122,11,1,1,1,0,120,-1,-1,-1,-1
296,11123,11,1,1,4,0,120,-1,-1,-1,-1
297,11124,14,7,1,4,0,50,-1,-1,-1,-1
298,11125,14,1,1,1,0,100,-1,-1,-1,-1
299,11126,14,1,1,4,0,100,-1,-1,-1,-1
300,11127,14,1,2,4,0,-1,-1,-1,-1,-1
301,11128,14,1,2,4,0,-1,-1,-1,-1,-1
302,11129,13,7,2,1,0,-1,10,-1,-1,-1
303,11130,12,1,2,1,0,130,20,-1,-1,-1
304,11131,12,1,2,1,0,130,20,-1,-1,-1
305,11132,11,1,1,1,1,-1,-1,-1,-1,-1
306,11133,11,1,1,1,1,-1,-1,-1,-1,-1
307,11134,11,1,1,-1,0,-1,-1,-1,-1,-1
308,11135,4,6,2,1,0,30,-1,-1,2,-1
309,11136,4,7,2,4,0,50,-1,-1,2,-1
310,11137,1,4,2,4,0,70,-1,-1,2,-1
311,11138,1,4,2,4,0,70,-1,-1,2,-1
312,11139,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
313,11140,9,4,2,1,10,180,4,50,2,-1
314,11141,9,4,2,4,0,180,4,50,2,-1
315,11142,9,4,2,4,0,180,4,50,2,-1
316,11143,9,4,2,-1,0,180,4,50,2,-1
317,11144,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
318,11145,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
319,11146,3,1,1,4,0,100,20,-1,2,-1
320,11147,3,1,1,1,0,100,20,-1,2,-1
321,11148,3,1,1,4,0,100,20,-1,2,-1
322,11149,13,6,2,1,0,-1,-1,-1,-1,-1
323,11150,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
324,11151,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
325,11152,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
326,11153,1,3,1,4,0,-1,-1,-1,-1,-1
327,11154,1,3,1,4,0,-1,-1,-1,-1,-1
328,11155,1,7,2,1,0,50,-1,-1,2,-1
329,11156,7,1,2,4,0,80,30,-1,2,-1
330,11157,7,1,2,4,0,80,30,-1,2,-1
331,11158,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
332,11159,12,6,1,1,0,40,30,50,-1,-1
333,11160,12,6,1,1,0,40,30,50,-1,-1
334,11161,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
335,11162,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
336,11163,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
337,11164,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
338,11165,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
339,11166,13,4,1,1,10,100,50,-1,-1,-1
340,11167,13,4,1,-1,0,100,50,-1,-1,-1
341,11168,13,4,1,-1,0,100,50,-1,-1,-1
342,11169,8,1,1,4,0,200,-1,-1,2,-1
343,11170,8,1,1,1,0,200,-1,-1,2,-1
344,11171,16,1,1,1,0,-1,-1,-1,-1,-1
345,11172,16,1,1,1,0,-1,-1,-1,-1,-1
346,11173,16,1,1,1,0,-1,-1,-1,-1,-1
347,11174,16,1,1,4,0,-1,-1,-1,-1,-1
348,11175,8,7,1,1,0,50,-1,-1,2,-1
349,11176,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
350,11177,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
351,11178,12,6,2,1,0,50,-1,-1,-1,-1
352,11179,14,1,1,1,10,90,100,-1,2,-1
353,11180,14,1,1,1,10,90,100,-1,2,-1
354,11181,14,1,1,4,0,90,100,-1,2,-1
355,11182,14,1,1,-1,0,90,100,-1,2,-1
356,11183,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
357,11184,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
358,11185,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
359,11186,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
360,11187,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
361,11188,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
362,11189,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
363,11190,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
364,11191,3,7,2,4,0,50,20,100,1,20
365,11192,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
366,11193,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
367,22033,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
368,22034,7,1,1,1,3,200,40,-1,1,140
369,22035,7,1,1,4,3,200,40,-1,1,140
370,22036,7,1,1,-1,0,200,40,-1,1,140
371,22037,7,1,1,-1,0,200,40,-1,1,140
372,22038,5,6,1,4,0,-1,-1,-1,-1,-1
373,22039,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
374,22040,1,1,2,2,10,-1,30,-1,1,640
375,22041,1,1,2,1,10,-1,30,-1,1,640
376,22042,1,1,2,4,0,-1,30,-1,1,640
377,22043,1,1,2,-1,0,-1,30,-1,1,640
378,22044,2,1,2,4,10,40,-1,60,1,400
379,22045,2,1,2,1,10,40,-1,60,1,400
380,22046,2,1,2,-1,0,40,-1,60,1,400
381,22047,2,1,2,-1,0,40,-1,60,1,400
382,22048,2,1,2,-1,0,40,-1,60,1,400
383,22049,2,1,2,-1,0,40,-1,60,1,400
384,22050,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
385,22051,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
386,22052,16,1,1,1,5,-1,-1,-1,-1,-1
387,22053,16,1,1,1,5,-1,-1,-1,-1,-1
388,22054,16,1,1,-1,0,-1,-1,-1,-1,-1
389,22055,16,1,1,-1,0,-1,-1,-1,-1,-1
390,22056,16,1,1,1,0,-1,-1,-1,-1,-1
391,22057,16,1,1,1,0,-1,-1,-1,-1,-1
392,22058,8,4,1,4,5,300,-1,-1,1,300
393,22059,8,4,1,2,5,300,-1,-1,1,300
394,22060,8,4,1,-1,0,300,-1,-1,1,300
395,22061,8,4,1,-1,0,300,-1,-1,1,300
396,22062,8,4,1,-1,0,300,-1,-1,1,300
397,22063,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
398,22064,4,7,1,4,0,-1,-1,-1,-1,-1
399,22065,13,1,1,4,0,-1,-1,-1,-1,-1
400,22066,13,1,1,4,0,-1,-1,-1,-1,-1
401,22067,3,7,2,4,0,-1,-1,-1,2,-1
402,22068,10,1,2,4,11,-1,-1,-1,-1,-1
403,22069,10,1,2,4,11,-1,-1,-1,-1,-1
404,22070,10,1,2,-1,0,-1,-1,-1,-1,-1
405,22071,10,1,2,-1,0,-1,-1,-1,-1,-1
406,22072,10,1,2,-1,0,-1,-1,-1,-1,-1
407,22073,8,4,2,4,0,-1,-1,-1,-1,-1
408,22074,8,4,2,1,0,-1,-1,-1,-1,-1
409,22075,6,7,2,4,0,180,20,-1,2,-1
410,22076,8,1,2,4,0,200,30,-1,1,20
411,22077,8,1,2,4,0,200,30,-1,1,20
412,22078,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
413,22079,9,1,1,1,0,-1,-1,-1,-1,-1
414,22080,9,1,1,4,0,-1,-1,-1,-1,-1
415,22081,2,7,1,4,0,120,40,-1,2,-1
416,22082,2,7,1,1,0,120,40,-1,2,-1
417,22083,3,7,2,4,0,70,20,30,1,20
418,22084,1,7,1,2,0,-1,-1,60,2,-1
419,22085,1,7,2,1,0,150,50,-1,2,-1
420,22086,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
421,22087,11,1,1,4,0,150,-1,-1,-1,-1
422,22088,11,1,1,4,0,150,-1,-1,-1,-1
423,22089,12,6,1,4,0,-1,-1,-1,-1,-1
424,22090,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
425,22091,6,7,1,1,0,60,30,-1,2,-1
426,22092,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
427,22093,1,6,1,2,0,-1,40,100,2,-1
428,22094,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
429,22095,2,1,2,1,0,150,30,100,2,-1
430,22096,2,1,2,4,0,150,30,100,2,-1
431,22097,2,1,2,4,0,150,30,100,2,-1
432,22098,15,1,2,1,0,70,100,-1,-1,-1
433,22099,15,1,2,1,0,70,100,-1,-1,-1
434,22100,13,1,1,4,0,150,100,-1,-1,-1
435,22101,13,1,1,1,0,150,100,-1,-1,-1
436,22102,8,1,2,1,0,50,40,-1,2,-1
437,22103,8,1,2,1,0,50,40,-1,2,-1
438,22104,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
439,22105,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
440,22106,10,1,1,1,0,-1,30,-1,-1,-1
441,22107,10,1,1,4,0,-1,30,-1,-1,-1
442,22108,11,1,2,1,0,150,30,-1,-1,-1
443,22109,11,1,2,4,0,150,30,-1,-1,-1
444,22110,4,7,2,4,0,-1,-1,-1,-1,-1
445,22111,9,6,1,1,0,-1,-1,-1,-1,-1
446,22112,14,3,1,1,0,-1,-1,-1,-1,-1
447,22113,14,3,1,4,0,-1,-1,-1,-1,-1
448,22114,14,3,1,4,0,-1,-1,-1,-1,-1
449,22115,14,3,1,1,0,-1,-1,-1,-1,-1
450,22116,8,7,1,4,0,-1,-1,-1,-1,-1
451,22117,8,7,1,4,0,-1,-1,-1,-1,-1
452,22118,8,6,1,4,0,60,-1,-1,2,-1
453,22119,11,7,1,4,0,-1,-1,-1,-1,-1
454,22120,14,1,1,4,0,130,50,-1,-1,-1
455,22121,14,1,1,4,0,130,50,-1,-1,-1
456,22122,15,1,1,4,0,180,-1,-1,-1,-1
457,22123,15,1,1,4,0,180,-1,-1,-1,-1
458,22124,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
459,22125,4,6,1,4,0,-1,-1,50,2,-1
